job_id,company_name,title,normalized_title,category,description,requirement_summary,work_type,employment_type,experience_level,province,city,salary_min,salary_max,salary_currency,salary_display,skills_top_10_names,requirements_concat,language_signal,source_posted_at,status,fit_input_quality_score,fit_input_has_requirements,fit_input_has_skills,skills_count_total,description_length_chars,req_len,_is_tech_cat,_is_tech_title,_is_tech_skills,is_tech,tech_signal_source
de84c91d-c8f8-42f5-acf0-12263642837d,Sinar Mas Agribusiness and Food,Security and CSR Section Head,Security and CSR Section Head,Skills & Services,"Responsible for the implementation of the security management system at Refinery Belawan & Bulking, and for the execution of the CSR activities.","Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,FULL_TIME,LEAD,Sumatera Utara,Medan,,,IDR,Not specified,EXPIRES_SOON | Akan segera berakhir,"Responsible for the implementation of the security management system at Refinery Belawan & Bulking, and for the execution of the CSR activities",EN,2026-04-21T07:08:56Z,ACTIVE,100,1,1,2,155,56,False,False,False,False,none
de6f46d8-09e4-45e6-bad5-f0f5f26ad347,Pengiklan Anonim,Apoteker Penanggung Jawab,Pharmacist in Charge,Kesehatan & Medis,Control the entire product process & quality control starting from the receipt of the raw material to the finish goods.(Support main Pharmacist / APJ),Control the entire product process & quality control starting from the receipt of the raw material to the finish goods.(Support main Pharmacist / APJ).,ONSITE,CONTRACT,ENTRY_LEVEL,Jawa Barat,Jawa Barat,,,IDR,Not specified,Effective Communication,Control the entire product process & quality control starting from the receipt of the raw material to the finish goods.(Support main Pharmacist / APJ),UNKNOWN,2026-05-06T10:18:45Z,ACTIVE,100,1,1,1,161,162,False,False,False,False,none
de690c94-0411-40f9-bcbe-0d6079b68366,Pengiklan Anonim,Desk Collection Quality Control,Desk Collection Quality Control,Perbankan & Layanan Finansial,"The Desk Collection Quality Control role at Pengiklan Anonim in Tangerang, Banten, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Proficient in EXPIRES_SOON, Akan segera berakhir.","Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,CONTRACT,ENTRY_LEVEL,Banten,Tangerang,4230793.0,4500000.0,IDR,"IDR 4,230,793 - 4,500,000 / month",Akan segera berakhir | EXPIRES_SOON,"responsible for for performing pemantauan and evaluasi terhadap kinerja tim collection, khususnya dalam aktivitas penagihan",UNKNOWN,2026-04-20T06:25:52Z,ACTIVE,100,1,1,2,259,56,False,False,False,False,none
de0b7cfa-787b-4661-8304-99c66d3a3012,Additon Karya Sembada,Staff Admin Piutang,Accounts Receivable Administration Staff,Administrasi & Dukungan Perkantoran,"We are looking for someone who is Honest, Diligent, Responsible, Responsive, Disciplined, Communicative, Neat and Thorough for the Accounts Receivable Staff position.","Honest, diligent, responsible, responsive, disciplined, communicative, neat, and thorough.",ONSITE,CONTRACT,ENTRY_LEVEL,Jawa Timur,Surabaya,,,IDR,Not specified,Effective Communication,"Honest, diligent, responsible, responsive, disciplined, communicative, neat, and thorough",EN,2026-04-28T08:07:22Z,ACTIVE,100,1,1,1,173,97,False,False,False,False,none
ddf99816-c7f9-4459-a409-341ad565ba8e,China Construction Yangtze River Indonesia,Technical Engineer Manager (Construction),Technical Engineer Manager (Construction),Engineering,"The Technical Engineer Manager (Construction) role at China Construction Yangtze River Indonesia in Cikarang Pusat, Jawa Barat focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: minimum 5 years of experience in construction project management Strong understanding of civil engineering principles",minimum 5 years of experience in construction project management Strong understanding of civil engineering principles,ONSITE,CONTRACT,MID_LEVEL,Jawa Barat,Cikarang Pusat,,,IDR,Not specified,Civil Engineering | Technical Management | Project Planning | Construction Management,minimum 5 years of experience in construction project management || Strong understanding of civil engineering principles,EN,2026-04-27T07:39:18Z,ACTIVE,100,1,1,4,361,143,False,False,False,False,none
ddf644cc-d23f-462d-b441-1613ff73b594,PT XanhSM Green & Smart Mobility,Sales Executive,Sales Executive,"Business, Sales & Commercial","GreenSM Indonesia: Leading the Way in Sustainable Mobility Solutions GreenSM Indonesia is part of GSM, an innovative technology firm that offers Vietnam's premier all-electric multi-service platform, now expanding its revolutionary approach to Southeast Asia. We provide reliable and eco-friendly mobility solutions, including electric taxis, motorbikes, and on-demand express services. Our Mission: To create a sustainable, green, and convenient transportation ecosystem that empowers communities to embrace a greener, smarter future. We believe in driving positive change and shaping a technologically advanced landscape for everyone. Key Achievements by GSM in Just One Year: Became the second-largest ride-hailing platform in Vietnam, rapidly establishing itself as a leading player. Launched a groundbreaking product that has significantly impacted the transportation industry. Earned recognition as one of Vietnam's top 10 highlights within its economy. The Road Ahead: GreenSM Indonesia is committed to pushing the boundaries of innovation and sustainability in transportation. Join us in our mission to pioneer the future of mobility across the region and contribute to a cleaner, more sustainable environment for all. Together, we are creating the blueprint for a green and intelligent future.",B2C SALES (Direct Customers): 2-4 years of experience in B2C/direct sales (automotive dealer (car or motorcycles) or leasing is preferred) Strong communication and interpersonal skills with the ability to build trust quickly Target-driven and self-motivated Basic understanding of financing (car loans instalment plans) is a plus 2 B2B SALES (Corporate Clients & Partners):,ONSITE,FULL_TIME,MID_LEVEL,Indonesia,Jakarta,,,IDR,Not specified,Proficiency In English | Negotiation | Sales | target-driven sales,B2C SALES (Direct Customers): || 2-4 years of experience in B2C/direct sales (automotive dealer (car or motorcycles) || or leasing is preferred) Strong communication and interpersonal skills with the ability to build trust quickly Target-driven || and self-motivated Basic understanding of financing (car loans || instalment plans) is a plus 2 || B2B SALES (Corporate Clients & Partners): || 3-5 years of experience in B2B/corporate sales or key account management (preferred in automotive || or related industries) Strong negotiation || and stakeholder management skills Proven track record in achieving sales targets Strong business acumen and ability to develop new opportunities General || Bachelor’s degree in Business || or related field (or equivalent experience) Good command of English and/or local language Willing to work in field settings and/or travel as required,EN,2026-04-26T11:56:39.938000Z,ACTIVE,100,1,1,4,1309,435,False,False,False,False,none
dda8df36-e384-42c2-920e-9870be08213d,STATS ME,Staf Data Analis,Staf Data Analis,Konsultasi & Strategi,"The Staf Data Analis role at STATS ME in Depok, Jawa Barat focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Minimum S1 in Statistics, Mathematics, Data Science, or related field.","Minimum S1 in Statistics, Mathematics, Data Science, or related field.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Barat,Depok,,,IDR,Not specified,Effective Communication,"Minimum S1 in Statistics, Mathematics, Data Science, or related field",UNKNOWN,2026-04-28T07:08:43Z,ACTIVE,100,1,1,1,246,77,False,False,False,False,none
dd89b23f-00b1-49a5-a258-1fab977adabd,Ben Line Agencies,IT Finance Reporting Solution Partner (NSPB and Power BI),IT Finance Reporting Solution Partner,Information Technology & Communications,"The IT Finance Reporting Solution Partner (NSPB and Power BI) role at Ben Line Agencies in Jakarta Selatan, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Proficient in EXPIRES_SOON, Akan segera berakhir.","Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Selatan,,,IDR,Not specified,Akan segera berakhir | EXPIRES_SOON,Support NSPB architecture design || development and enhancements || Provide functional input on reporting and planning models,EN,2026-04-23T10:16:54Z,ACTIVE,100,1,1,2,298,56,False,False,False,False,none
dd147776-87ee-40ed-9323-22fbdc5899ba,J&T Express,Koordinator Administrasi Data Manajemen,Data Management Administration Coordinator,Administrasi & Dukungan Perkantoran,"The Koordinator Administrasi Data Manajemen role at J&T Express in Lampung, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Data Management Administration Coordinator.",Data Management Administration Coordinator.,ONSITE,FULL_TIME,ENTRY_LEVEL,Indonesia,Lampung,,,IDR,Not specified,Effective Communication,Data Management Administration Coordinator,UNKNOWN,2026-05-05T03:10:31Z,ACTIVE,100,1,1,1,250,50,False,False,False,False,none
dd081318-d784-46ca-a3e5-e3734bb71fa1,Heka Properti Group,PROPERTY MARKETING COORDINATOR,Property Marketing Coordinator,Real Estate & Property,"The PROPERTY MARKETING COORDINATOR role at Heka Properti Group in Tambun Utara, Jawa Barat, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: managing aktivitas pemasaran, serta memantau kinerja agen maupun database iklan for memaksimalkan hasil penjualan.","managing aktivitas pemasaran, serta memantau kinerja agen maupun database iklan for memaksimalkan hasil penjualan.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Barat,Tambun Utara,3000000.0,4500000.0,IDR,"IDR 3,000,000 - 4,500,000 / month",Digital Marketing,"managing aktivitas pemasaran, serta memantau kinerja agen maupun database iklan for memaksimalkan hasil penjualan",UNKNOWN,2026-05-13T09:01:52Z,ACTIVE,100,1,1,1,333,121,False,False,False,False,none
dd07639c-29e8-4b23-b636-025c2b91bab6,System Ever Indonesia,ERP Assistant Consultant,ERP Assistant Consultant,Konsultan,"The ERP Assistant Consultant role at System Ever Indonesia in Jakarta Selatan, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Proficient in EXPIRES_SOON, Akan segera berakhir, URGENT, Dibutuhkan segera.","Proficient in EXPIRES_SOON, Akan segera berakhir, URGENT, Dibutuhkan segera.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Selatan,9000000.0,13500000.0,IDR,"IDR 9,000,000 - 13,500,000 / month",EXPIRES_SOON | Dibutuhkan segera | Akan segera berakhir | URGENT,Teknologi Informasi & Komunikasi,UNKNOWN,2026-04-20T07:53:17Z,ACTIVE,100,1,1,4,296,83,False,False,False,False,none
dcb1c147-cb02-4861-a042-f6a09763dd18,HOLISTIKIDS UNIVERSE PROSPERITY,Telesales,Telesales,Business Development & Sales,"The Telesales role at HOLISTIKIDS UNIVERSE PROSPERITY in Sukajadi, Pekanbaru, Riau, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: minimum 0 years of experience Maximum 1 years of experience",minimum 0 years of experience Maximum 1 years of experience,ONSITE,FULL_TIME,ENTRY_LEVEL,Riau,Pekanbaru,1500000.0,2500000.0,IDR,"IDR 1,500,000 - 2,500,000 / month",Customer Service | B2C Sales | Sales | Sales Strategy | Customer Relationship Management | Telesales | Customer Engagement | Marketing,minimum 0 years of experience || Maximum 1 years of experience,EN,2026-04-17T06:08:54.134000Z,ACTIVE,100,1,1,8,270,85,False,False,False,False,none
dc994bb9-704b-4c2d-a60e-36f3e46449c0,Transsion,Business and Operation Specialist,Business and Operation Specialist,Sales & Marketing,"THR, BPJS, Cuti Tahunan, Asuransi Swasta Tunjangan Situasional, Team Building HR Program, Culture Kit, Bonus Akhir Tahun As a technology platform, this Wallet is open to local partners, integrating third-party services including banks, e-wallets, lifestyle services, etc",experience in business development and operations.,ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta,,,IDR,Not specified,Business Development | Operations,experience in business development and operations,EN,2026-05-15T06:27:59Z,ACTIVE,100,1,1,2,277,57,False,False,False,False,none
dc639126-1b91-4c9d-b1b9-9f3f33c19393,Esco Bintan Indonesia,Mechanical Engineer,Mechanical Engineer,Teknik Mesin,"The Mechanical Engineer role at Esco Bintan Indonesia in Bintan, Kepulauan Riau focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Opportunity to work in a global company with international customers Innovative & Technology-Driven Environment",Opportunity to work in a global company with international customers Innovative & Technology-Driven Environment,ONSITE,FULL_TIME,ENTRY_LEVEL,Kepulauan Riau,Bintan,,,IDR,Not specified,Programming,Opportunity to work in a global company with international customers || Innovative & Technology-Driven Environment,EN,2026-05-14T11:19:31Z,ACTIVE,100,1,1,1,312,141,False,False,False,False,none
dc102314-a65b-498b-a773-6a2c4d4fed88,PT. TRIMEGA PRIMA TEKNOLOGI,Presales - Access Control System & CCTV,Presales - Access Control System & CCTV,Information Technology & Communication,"The Presales - Access Control System & CCTV role at PT. TRIMEGA PRIMA TEKNOLOGI in Tangerang, Banten focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Job Opening for Presales ACS (Access Control System) and CCTV Placement in Gading Serpong, Tangerang, Banten.","Job Opening for Presales ACS (Access Control System) and CCTV Placement in Gading Serpong, Tangerang, Banten.",ONSITE,FULL_TIME,ENTRY_LEVEL,Banten,Tangerang,,,IDR,Not specified,Effective Communication,"Job Opening for Presales ACS (Access Control System) and CCTV Placement in Gading Serpong, Tangerang, Banten",EN,2026-05-13T07:03:49Z,ACTIVE,100,1,1,1,331,116,False,False,False,False,none
db8d23b7-3725-431b-aee4-15106f6b4fc6,PT BFI Finance Indonesia Tbk,Customer Relationship Executive Branch Magelang,Customer Relationship Executive Branch Magelang,Sales & Marketing,Follow up on databases provided by Telesales and visit consumers who have applied to BFI. Re-offer financing to customers who have previously been BFI consumers. Re-analyze the eligibility of prospective BFI customers who have applied for loans at BFI.,"Minimum diploma from any major Good analytical skills Owns a vehicle and SIM C (Driving a car and having a SIM A is a plus) Sociable, communicative, and able to work under pressure Sales/marketing experience is preferred (fresh graduates are welcome to apply) Residing in Magelang is preferred",ONSITE,FULL_TIME,ENTRY_LEVEL,Central Java (Jawa Tengah),Magelang,,,IDR,Not specified,Customer Relationship Management | Marketing | Communication | Sales | Analysis,"Minimum diploma from any major || Good analytical skills || Owns a vehicle and SIM C (Driving a car and having a SIM A is a plus) || Sociable, communicative, and able to work under pressure || Sales/marketing experience is preferred (fresh graduates are welcome to apply) || Residing in Magelang is preferred",EN,2026-05-13T14:03:09.421000Z,ACTIVE,100,1,1,5,259,351,False,False,False,False,none
db57dd2d-8c8a-46f9-9b7f-46df3d413dbc,PT Egamekinka Pratama,Asisten Sales Engineer,Assistant Sales Engineer,Engineering,Assistant Sales Engineer: Bridge technical solutions and company sales targets. Become a Sales Engineer in 1-2 Years. Career development opportunities through technical work and field experience. Work Culture & Work-Life Balance.,Bridge technical solutions and sales targets.,ONSITE,FULL_TIME,JUNIOR,Jakarta Raya,Jakarta,6000000.0,8000000.0,IDR,"IDR 6,000,000 - 8,000,000 / month",Sales Engineering,Bridge technical solutions and sales targets,EN,2026-04-17T04:03:07Z,ACTIVE,100,1,1,1,240,52,False,False,False,False,none
db0542eb-61d1-4318-ab8f-4bc7ac9c3ed9,Dachin Etech Global,Construction Quality Engineer,Construction Quality Engineer,Construction,"The Construction Quality Engineer role at Dachin Etech Global in Cikarang Pusat, Jawa Barat, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: minimum 2 years of experience in construction quality engineering.",minimum 2 years of experience in construction quality engineering.,ONSITE,FULL_TIME,JUNIOR,Jawa Barat,Cikarang Pusat,,,IDR,Not specified,Construction Quality Engineering,minimum 2 years of experience in construction quality engineering,EN,2026-04-21T08:20:10Z,ACTIVE,100,1,1,1,286,73,False,False,False,False,none
dacfd49f-5130-4910-870b-c678d38bf84f,Mecoindo,Product Manager,Product Manager,Marketing & Communications,"Based in our Manufacturing and R&D Center for APAC region, (Cikarang, Indonesia) and reporting to the Product Manager for Residential Water Meter,...",Based in our Manufacturing and R&D Center for APAC region.,ONSITE,FULL_TIME,LEAD,Jawa Barat,Cikarang,,,IDR,Not specified,Project Management,Based in our Manufacturing and R&D Center for APAC region || Indonesia) and reporting to the Product Manager for Residential Water Meter,EN,2026-05-08T06:00:00Z,ACTIVE,100,1,1,1,160,69,False,False,False,False,none
da97a89f-cbc5-469c-ba47-8141de7b7cb7,Dream Dare Discover,Operation Manager - Footwear Retail,Operation Manager - Footwear Retail,Ritel & Produk Konsumen,Join a fast-growing national retail brand Lead operations across multiple regions and stores Grow your career as ZUMA expands across Indonesia,Join a fast-growing national retail brand Lead operations across multiple regions and stores Grow your career as ZUMA expands across Indonesia.,ONSITE,FULL_TIME,LEAD,Jawa Timur,Surabaya,,,IDR,Not specified,Digital Marketing,Join a fast-growing national retail brand Lead operations across multiple regions and stores Grow your career as ZUMA expands across Indonesia,EN,2026-04-29T07:14:44Z,ACTIVE,100,1,1,1,149,150,False,False,False,False,none
da742a1c-6e62-4834-a862-7132ce7e2d71,Xynexis International,Security Analyst,Security Analyst,Information Technology & Communications,"Collaborative workspace in a fast-paced, dynamic IT world. Opportunities to learn and grow in project management and technology. An open-minded, innovative culture driven by solution-oriented thinking.","Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,CONTRACT,ENTRY_LEVEL,Jakarta Raya,Jakarta,,,IDR,Not specified,Akan segera berakhir | EXPIRES_SOON,"Collaborative workspace in a fast-paced, dynamic IT world || Opportunities to learn and grow in project management and technology || An open-minded, innovative culture driven by solution-oriented thinking",EN,2026-04-16T14:04:24Z,ACTIVE,100,1,1,2,208,56,False,False,False,False,none
da692833-15c0-4c14-9755-5cdb5efd030c,Stanford Teknologi Indonesia,Antifraud Staff,Antifraud Staff,Banking & Financial Services,"The Antifraud Staff role at Stanford Teknologi Indonesia in Jakarta Pusat, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: You'll be responsible to monitoring, collecting, validate and analyzing data to identify potential fraud activities.","You'll be responsible to monitoring, collecting, validate and analyzing data to identify potential fraud activities.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Pusat,8000000.0,11000000.0,IDR,"IDR 8,000,000 - 11,000,000 / month",Effective Communication,"You'll be responsible to monitoring, collecting, validate and analyzing data to identify potential fraud activities",EN,2026-04-30T07:58:03Z,ACTIVE,100,1,1,1,332,123,False,False,False,False,none
da3c1f7f-a398-45df-b6f6-adc067a4d354,Natasha Skin Clinic Center,Branch Manager,Branch Manager,Sales & Marketing,"Natasha Skin Clinic Center is looking for a Branch Manager. The role offers a career path, competitive salary, and strong brand awareness. This position is available for any city within the Sumatera area. Please mention on your resume or choose during the interview session.","Branch management, sales, customer service.",ONSITE,FULL_TIME,LEAD,DI Yogyakarta,DI Yogyakarta,,,IDR,Not specified,Customer Service | Leadership | Sales Management | Branch Management,"Branch management, sales, customer service",EN,2026-05-13T08:30:03Z,ACTIVE,100,1,1,4,281,50,False,False,False,False,none
da1a92e9-c6c1-4a92-9107-2566a331e536,Pengiklan Anonim,Head of Product Development,Head of Product Development,Desain & Arsitektur,"The Head of Product Development role at Pengiklan Anonim in Bali, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Product Development leadership, experience with global swimwear brands.","Product Development leadership, experience with global swimwear brands.",ONSITE,FULL_TIME,LEAD,Bali,Bali,,,IDR,Not specified,Leadership | Global Brands | Swimwear Manufacturing | Product Development,"Product Development leadership, experience with global swimwear brands",EN,2026-05-04T01:34:39Z,ACTIVE,100,1,1,4,264,78,False,False,False,False,none
da0f66de-218f-4e2b-aff1-3d51ecd6b445,YPTT Solutions Indonesia,Financial System Staff,Financial System Staff,Akuntansi & Pelaporan Finansial,"The Financial System Staff role at YPTT Solutions Indonesia in Jakarta Pusat, Jakarta Raya focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Good English, Good formula excel, and familiar with YPMS system Men are the priority","Good English, Good formula excel, and familiar with YPMS system Men are the priority",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Pusat,,,IDR,Not specified,Effective Communication,"Good English, Good formula excel, and familiar with YPMS system || Men are the priority",EN,2026-04-28T09:15:40Z,ACTIVE,100,1,1,1,292,110,False,False,False,False,none
d9ade3fe-e958-4d34-a6ab-53e53cc7c4df,PT Global Teknologi Teraindo,Network Operations Center,Network Operations Center Engineer,Operation & Technical Support,"The Network Operations Center role at PT Global Teknologi Teraindo in Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: 1-3 years of experience in networking Skills include LAN",1-3 years of experience in networking Skills include LAN,ONSITE,FULL_TIME,JUNIOR,DKI Jakarta,Mampang Prapatan,,,IDR,Not specified,Network Troubleshooting | Network Monitoring | Network Security | LAN | Firewall | Teamwork | Troubleshooting,1-3 years of experience in networking || Skills include LAN,EN,2026-04-28T06:38:21.607000Z,ACTIVE,100,1,1,7,301,82,False,False,False,False,none
d9a8a4f1-303a-4f73-bb85-c90d2655546d,Indosat,Cluster Sales Executive IM3 (West Java),Cluster Sales Executive IM3 (West Java),Ritel & Produk Konsumen,"The Cluster Sales Executive IM3 (West Java) role at Indosat in Jawa Barat focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Proficient in EXPIRES_SOON, Akan segera berakhir.","Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,FULL_TIME,LEAD,Jawa Barat,Jawa Barat,,,IDR,Not specified,Akan segera berakhir | EXPIRES_SOON,Being a main contributor to Head of Branch on Business Strategic Development volume Sales Area,UNKNOWN,2026-04-21T09:38:04Z,ACTIVE,100,1,1,2,240,56,False,False,False,False,none
d98566fd-42fb-4d6f-9694-250f7ec6ecd6,PT Teknologi Pamadya Analitika (Meditap),Business Intelligence Analyst,Business Intelligence Analyst,Healthcare,"Role Overview & Responsibilities As part of our Business Intelligence team, you’ll be at the core of our decision-making engine — transforming raw data into meaningful insights that power strategy, operations, and growth. Whether it's spotting performance trends or optimizing internal processes, your work will have a direct impact across the organization and the industry. Design, build, maintain, and optimize datasets to support business intelligence initiatives. Develop and maintain dashboards, reports, and visualizations using BI tools like Power BI, Looker Studio (Google Data Studio), Metabase, or Superset. Write efficient SQL queries to extract, clean, and interpret data from various relational databases. Analyze large datasets to identify trends, patterns, and opportunities for business improvement. Write clear and easy-to-understand documentation for your analyses, dashboards, and data logic to improve collaboration across teams. Monitor KPIs and support ongoing performance reporting. Collaborate with cross-functional teams (e.g., Commercial, Operations, Product) to understand business needs and deliver actionable insights. Identify data gaps, inconsistencies, and automation opportunities proactively. Ensure accuracy, integrity, and governance best practices in all BI deliverables. Stay current with the latest BI tools, techniques, and industry trends.","Bachelor’s degree in Computer Science or related fields (or equivalent experience) minimum 2 years of experience in business intelligence, data analytics, or a related role Alternatively, demonstrated ability to solve data analytics problems in a measurable and impactful way Proficiency in SQL and working knowledge of relational databases is essential Familiarity with BigQuery is a plus",ONSITE,FULL_TIME,JUNIOR,Banten,Tangerang,,,IDR,Not specified,SQL,"Bachelor’s degree in Computer Science || or related fields (or equivalent experience) || minimum 2 years of experience in business intelligence, data analytics, or a related role || Alternatively, demonstrated ability to solve data analytics problems in a measurable and impactful way || Proficiency in SQL and working knowledge of relational databases is essential || Familiarity with BigQuery is a plus || Experience with BI tools such as Power BI, Looker Studio, Metabase, Superset, or similar || Strong analytical thinking and attention to detail || Comfortable translating business requirements into technical solutions and insights || Excellent collaboration and communication skills with cross-functional teams || A self-starter attitude, you look for problems to solve || experience in handling sensitive and confidential information in accordance with applicable information security policies and procedures",EN,2026-05-04T06:06:58.637000Z,ACTIVE,100,1,1,1,1391,447,False,False,False,False,none
d95826b6-8251-4356-b073-6bde784d298c,Mitsui Leasing,Fleet Account Specialist (Trucking),Fleet Account Specialist,Sales & Marketing,Build relationship with existing and potential customers also suppliers. Ensure the quality of Account Receivable according to the predetermined target.,"Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta,,,IDR,Not specified,EXPIRES_SOON | Akan segera berakhir,Build relationship with existing and potential customers also suppliers || Ensure the quality of Account Receivable according to the predetermined target,EN,2026-04-21T08:05:02Z,ACTIVE,100,1,1,2,159,56,False,False,False,False,none
d9376c9e-bc7e-4269-b34c-cd1a3192d5b1,PT. Virtus Visio Vortexa,Recruitment Staff,Recruitment Staff,HR & Recruitment,"The Recruitment Staff role at PT. Virtus Visio Vortexa in Jakarta Utara, Jakarta Raya focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Proficient in EXPIRES_SOON, Akan segera berakhir.","Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Utara,6000000.0,7000000.0,IDR,"IDR 6,000,000 - 7,000,000 / month",EXPIRES_SOON | Akan segera berakhir,sebagai recruitment staff that akan membantu perusahaan dalam mencari talenta terbaik,UNKNOWN,2026-04-20T13:27:52Z,ACTIVE,100,1,1,2,252,56,False,False,False,False,none
d9357a61-e123-4a1e-8f73-4987d49e928b,Lion Wings,Automation Engineer,Automation Engineer,Teknik Mesin,"The Automation Engineer role at Lion Wings in Gresik, Jawa Timur focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Ensuring company projects run well and on time through hard and soft skills.",Ensuring company projects run well and on time through hard and soft skills.,ONSITE,CONTRACT,ENTRY_LEVEL,Jawa Timur,Gresik,,,IDR,Not specified,Programming,Ensuring company projects run well and on time through hard and soft skills,EN,2026-05-08T07:53:49Z,ACTIVE,100,1,1,1,258,83,False,False,False,False,none
d91ab0d6-5a3d-4858-a7d9-b2238ad8d03a,PT Elektra Daya Integra,Area Sales Manager (ASM),Area Sales Manager (ASM),Sales & Marketing,"The Area Sales Manager (ASM) role at PT Elektra Daya Integra in Tangerang Selatan, Banten focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Sales management, client relations, territory management.","Sales management, client relations, territory management.",ONSITE,FULL_TIME,LEAD,Banten,Tangerang Selatan,12000000.0,14500000.0,IDR,"IDR 12,000,000 - 14,500,000 / month",Client Relations | Territory Management | Sales Management,"Sales management, client relations, territory management",UNKNOWN,2026-05-07T07:42:56Z,ACTIVE,100,1,1,3,264,64,False,False,False,False,none
d90b81aa-71cf-4379-b1e1-2209369b6b4c,Leo Pump Indonesia,Sales Pompa Air,Sales Pompa Air,Sales & Marketing,"The Sales Pompa Air role at Leo Pump Indonesia in Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Marketing domestic water pumps such as water pumps.",Marketing domestic water pumps such as water pumps.,ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta,3333333.0,5000000.0,IDR,"IDR 3,333,333 - 5,000,000 / month",Negotiation,Marketing domestic water pumps such as water pumps,UNKNOWN,2026-05-05T02:01:54Z,ACTIVE,100,1,1,1,242,58,False,False,False,False,none
d8f3ee11-b8c9-45d8-bdf3-131fa1429050,Akulaku,Localization Specialist (Mandarin Speaker),Localization Specialist (Mandarin Speaker),Pemasaran & Komunikasi,"The Localization Specialist (Mandarin Speaker) role at Akulaku in Jakarta Pusat, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Trilingual localization specialist managing translations.",Trilingual localization specialist managing translations.,ONSITE,CONTRACT,ENTRY_LEVEL,Jakarta Raya,Jakarta Pusat,,,IDR,Not specified,Digital Marketing,Trilingual localization specialist managing translations || and stakeholders with strong copywriting and project management skills,UNKNOWN,2026-05-05T07:42:02Z,ACTIVE,100,1,1,1,279,64,False,False,False,False,none
d8b40a8f-687b-4fff-ab29-d47e4b303201,PT BFI Finance Indonesia Tbk,Marketing Agency Ex Sales Mobil Cabang Serpong,Marketing Agency Ex Sales Mobil Cabang Serpong,,"Recruiting Agents for network development according to the right profile. Maintaining good working relationships with Agents, to increase loyalty and produce productive Agents. Nurturing and assisting Agents to develop agency sales strategies to increase the number of consumers.",Minimum High School education with experience preferred have experience in Car Sales Have a private vehicle and active driver's license Have good communication skills Have a high level of discipline Ready to work with targets,ONSITE,CONTRACT,ENTRY_LEVEL,Banten,Tangerang,,,IDR,Not specified,Communication | Sales Target | Marketing | Sales,Minimum High School education with experience || preferred have experience in Car Sales || Have a private vehicle and active driver's license || Have good communication skills || Have a high level of discipline || Ready to work with targets || Willing to be placed at the Serpong Branch,EN,2026-05-04T10:05:01.584000Z,ACTIVE,100,1,1,4,286,283,False,False,False,False,none
